1000	134.851405337
2000	223.62495235
3000	314.851470431
4000	405.300353918
5000	495.333225958
6000	585.854403127
7000	681.589773648
8000	772.241113875
9000	862.404374709
10000	949.886380363
11000	1040.9583367
12000	1131.0515897
13000	1221.19828508
14000	1312.92750448
15000	1403.07778098
16000	1491.45886834
17000	1581.12253133
18000	1670.24148079
19000	1759.35884129
20000	1849.9601158
21000	1940.06550445
22000	2028.99312378
23000	2118.36173163
24000	2208.36620951
25000	2299.85971004
26000	2390.64850816
27000	2480.29782052
28000	2570.1638124
29000	2659.17997831
30000	2750.05217311
31000	2840.47393543
32000	2930.69980008
33000	3019.96055926
34000	3110.20447078
35000	3195.44691639
36000	3266.83849643
37000	3308.26388445
38000	3348.9107761
39000	3391.1229093
40000	3432.25380282
41000	3471.07075449
42000	3512.17210954
43000	3553.12021907
44000	3590.62167568
45000	3629.26217041
46000	3668.90643258
47000	3707.98654372
48000	3747.51185929
49000	3787.11651853
50000	3827.07715743
51000	3867.72638435
52000	3908.88936061
53000	3948.56367595
54000	3989.49861404
55000	4031.59532751
56000	4073.15051797
57000	4112.90652283
58000	4152.70714578
59000	4192.07951607
60000	4233.81235153
61000	4274.21161815
62000	4312.36136522
63000	4353.86086795
64000	4393.28900752
65000	4433.9067665
66000	4474.38585154
67000	4515.91583619
68000	4553.16735025
69000	4593.63368772
70000	4635.0600308
71000	4677.9879369
72000	4718.14842892
73000	4756.71858588
74000	4798.52649559
75000	4837.73957723
76000	4874.00985378
77000	4914.21102619
78000	4952.06495972
79000	4992.92226127
80000	5031.61334134
81000	5071.63710741
82000	5111.84445499
83000	5149.69604587
84000	5189.87112773
85000	5228.19450153
86000	5266.8047976
87000	5307.13613924
88000	5344.25293023
89000	5384.41740339
90000	5425.16290076
91000	5466.53734941
92000	5504.83645581
93000	5543.74611491
94000	5584.82006006
95000	5624.72818288
96000	5665.24931757
97000	5704.36983362
98000	5745.97613617
99000	5789.13137077
100000	5828.66104153
101000	5866.9076139
102000	5906.92473614
103000	5946.73420323
104000	5986.82158009
105000	6026.35240345
106000	6063.72433476
107000	6091.72205782
108000	6109.39461871
109000	6148.44567182
110000	6186.9584613
111000	6224.70501149
112000	6266.76985418
113000	6306.25789107
114000	6344.7719489
115000	6385.01745363
116000	6425.37662791
117000	6463.98419508
118000	6504.07598477
119000	6545.31616012
120000	6584.12073676
121000	6624.78963701
122000	6666.18987622
123000	6707.29350327
124000	6748.49419973
125000	6788.90972823
126000	6830.40792336
127000	6869.95739168
128000	6910.27837899
129000	6953.21656894
130000	6994.69849477
131000	7035.68242751
132000	7075.98312979
133000	7114.3843625
134000	7156.7941102
135000	7197.71220065
136000	7235.32403597
137000	7274.56305585
138000	7315.41678924
139000	7355.94225149
140000	7395.97593595
141000	7434.16722754
142000	7473.28899236
143000	7514.58433986
144000	7552.85268604
145000	7590.55129561
146000	7628.56031179
147000	7668.14128372
148000	7709.74417429
149000	7750.72659884
150000	7792.65911389
151000	7833.66816507
152000	7873.64496637
153000	7914.51865706
154000	7956.22049429
155000	7995.59723995
156000	8036.96446173
157000	8076.55690624
158000	8116.58277685
159000	8154.65106785
160000	8194.29408923
161000	8234.90566104
162000	8275.33658816
163000	8315.38789907
164000	8354.31898948
165000	8395.78605575
166000	8437.01284409
167000	8478.55220057
168000	8516.33991605
169000	8556.11449197
170000	8595.7294636
171000	8636.68390608
172000	8676.27195702
173000	8715.27514646
174000	8755.45756957
175000	8795.53878093
176000	8835.17917778
177000	8875.79591862
178000	8913.08361722
179000	8951.64977773
180000	8992.44831558
181000	9032.79077604
182000	9073.34965207
183000	9115.35624208
184000	9152.72251789
185000	9192.15211667
186000	9231.66153431
187000	9269.46778406
188000	9310.48312987
189000	9350.43973976
190000	9387.46391772
191000	9414.46725514
192000	9431.30780104
193000	9453.79142616
194000	9485.21560121
195000	9522.20504509
196000	9563.36048278
197000	9601.63855083
198000	9643.29989866
199000	9683.16299669
200000	9724.11497013
201000	9764.57173548
202000	9803.32847471
203000	9844.00741756
204000	9885.59727794
205000	9923.85337008
206000	9961.52458634
207000	10001.5017326
208000	10043.9772857
209000	10083.9380257
210000	10122.4024407
211000	10162.0162924
212000	10201.241852
213000	10242.0484794
214000	10278.7972199
215000	10318.2660277
216000	10358.0907025
217000	10397.5896565
218000	10438.7242319
219000	10480.4790324
220000	10521.9153334
221000	10563.2003105
222000	10604.309695
223000	10645.9882542
224000	10687.2369565
225000	10727.2308198
226000	10768.6933723
227000	10808.2269267
228000	10846.8563898
229000	10884.6933333
230000	10926.2543762
231000	10966.0039515
232000	11005.1162613
233000	11044.7498088
234000	11085.2596515
235000	11123.4976724
236000	11163.811621
237000	11202.3791961
238000	11241.8582145
239000	11279.8030462
240000	11320.1492004
241000	11363.7027742
242000	11402.9362628
243000	11442.8871083
244000	11483.1641284
245000	11522.104893
246000	11559.7786677
247000	11599.837144
248000	11639.3956257
249000	11680.4548312
250000	11719.7566855
251000	11761.3659733
252000	11801.4170364
253000	11841.1447683
254000	11873.7732174
255000	11899.6047148
256000	11922.543676
257000	11942.0189017
258000	11956.6865245
259000	11981.3429959
260000	12015.8731896
261000	12056.6742935
262000	12096.4800245
263000	12138.0023814
264000	12179.3261807
265000	12219.1954443
266000	12258.491319
267000	12299.6661618
268000	12339.4356739
269000	12377.8252618
270000	12416.3265916
271000	12458.4299146
272000	12498.8413629
273000	12539.2591329
274000	12580.3254551
275000	12621.9300953
276000	12660.5992565
277000	12701.9911403
278000	12741.1484295
279000	12781.6172982
280000	12820.3256035
281000	12859.1794659
282000	12898.5096263
283000	12939.6899344
284000	12980.1238063
285000	13021.4780093
286000	13063.6830496
287000	13102.37165
288000	13143.5131349
289000	13183.5397467
290000	13222.2482061
291000	13264.5801419
292000	13305.8291136
293000	13344.6876177
294000	13386.1197885
295000	13427.8571953
296000	13471.097861
297000	13510.8422852
298000	13550.5916068
299000	13591.292816
300000	13631.6525113
301000	13674.5064799
302000	13711.0277445
303000	13745.8094628
304000	13780.5888063
305000	13812.0977479
306000	13834.8459952
307000	13844.0958746
308000	13852.2937472
309000	13862.9887737
310000	13884.0989014
311000	13922.9837499
312000	13964.0120148
313000	14005.1801409
314000	14044.212941
315000	14084.1115965
316000	14125.6003851
317000	14165.3195179
318000	14204.2961355
319000	14244.7571564
320000	14284.3131717
321000	14323.6724234
322000	14363.8970068
323000	14402.9141655
324000	14442.9087257
325000	14483.5333512
326000	14523.6189411
327000	14563.3732415
328000	14605.6760295
329000	14645.8321948
330000	14687.1291501
331000	14727.3763913
332000	14768.0112462
333000	14809.6863934
334000	14851.7605346
335000	14891.5194125
336000	14931.5055554
337000	14971.7417566
338000	15012.3170221
339000	15050.4870464
340000	15087.3081186
341000	15124.505588
342000	15161.122358
343000	15197.6801042
344000	15227.2743254
345000	15246.6821487
346000	15249.7656194
347000	15253.1243624
348000	15256.9027323
349000	15260.54291
350000	15273.5429414
351000	15301.5309243
352000	15340.7738411
353000	15381.9249192
354000	15422.5079623
355000	15465.2368804
356000	15505.0902608
357000	15547.3706483
358000	15587.3907475
359000	15626.4933687
360000	15666.4305122
361000	15705.7226492
362000	15742.8504987
363000	15783.7898286
364000	15822.8160023
365000	15861.877388
366000	15903.8089101
367000	15944.1543608
368000	15983.685618
369000	16023.3258357
370000	16063.4233696
371000	16101.8509114
372000	16142.6609421
373000	16181.5087373
374000	16219.9341062
375000	16254.1731715
376000	16279.8842673
377000	16282.5607637
378000	16283.2972897
379000	16284.091592
380000	16284.7984143
381000	16286.0555015
382000	16286.7285419
383000	16287.7367199
384000	16298.9851791
385000	16324.4061225
386000	16365.502041
387000	16405.4652295
388000	16444.6525271
389000	16482.717747
390000	16522.7444217
391000	16562.2072799
392000	16601.9426754
393000	16642.2197785
394000	16679.1286695
395000	16718.7548876
396000	16753.6986254
397000	16775.4422256
398000	16776.1971253
399000	16777.1243674
400000	16777.6562055
401000	16778.3439397
402000	16778.9076861
403000	16779.6710924
404000	16780.2304182
405000	16781.14227
406000	16781.8267559
407000	16782.7434515
408000	16783.8972982
409000	16783.9192166
410000	16783.9192166
411000	16783.9192166
412000	16783.9192166
413000	16783.9192166
414000	16783.9192166
415000	16783.9192166
416000	16783.9192166
417000	16783.9192166
418000	16783.9192166
419000	16783.9192166
420000	16783.9192166
421000	16783.9192166
422000	16783.9192166
423000	16783.9192166
424000	16783.9192166
425000	16783.9192166
426000	16783.9192166
427000	16783.9192166
428000	16783.9192166
429000	16783.9192166
430000	16783.9192166
431000	16783.9192166
432000	16783.9192166
433000	16783.9192166
434000	16783.9192166
435000	16783.9192166
436000	16783.9192166
437000	16783.9192166
438000	16783.9192166
439000	16783.9192166
440000	16783.9192166
441000	16783.9192166
442000	16783.9192166
443000	16783.9192166
444000	16783.9192166
445000	16783.9192166
446000	16783.9192166
447000	16783.9192166
448000	16783.9192166
449000	16783.9192166
450000	16783.9192166
451000	16783.9192166
452000	16783.9192166
453000	16783.9192166
454000	16783.9192166
455000	16783.9192166
456000	16783.9192166
457000	16783.9192166
458000	16783.9192166
459000	16783.9192166
460000	16783.9192166
461000	16783.9192166
462000	16783.9192166
463000	16783.9192166
464000	16783.9192166
465000	16783.9192166
466000	16783.9192166
467000	16783.9192166
468000	16783.9192166
469000	16783.9192166
470000	16783.9192166
471000	16783.9192166
472000	16783.9192166
473000	16783.9192166
474000	16783.9192166
475000	16783.9192166
476000	16783.9192166
477000	16783.9192166
478000	16783.9192166
479000	16783.9192166
480000	16783.9192166
481000	16783.9192166
482000	16783.9192166
483000	16783.9192166
484000	16783.9192166
485000	16783.9192166
486000	16783.9192166
487000	16783.9192166
488000	16783.9192166
489000	16783.9192166
490000	16783.9192166
491000	16783.9192166
492000	16783.9192166
493000	16783.9192166
494000	16783.9192166
495000	16783.9192166
496000	16783.9192166
497000	16783.9192166
498000	16783.9192166
499000	16783.9192166
500000	16783.9192166
501000	16783.9192166
502000	16783.9192166
503000	16783.9192166
504000	16783.9192166
505000	16783.9192166
506000	16783.9192166
507000	16783.9192166
508000	16783.9192166
509000	16783.9192166
510000	16783.9192166
511000	16783.9192166
512000	16783.9192166
513000	16783.9192166
514000	16783.9192166
515000	16783.9192166
516000	16783.9192166
517000	16783.9192166
518000	16783.9192166
519000	16783.9192166
520000	16783.9192166
521000	16783.9192166
522000	16783.9192166
523000	16783.9192166
524000	16783.9192166
525000	16783.9192166
526000	16783.9192166
527000	16783.9192166
528000	16783.9192166
529000	16783.9192166
530000	16783.9192166
531000	16783.9192166
532000	16783.9192166
533000	16783.9192166
534000	16783.9192166
535000	16783.9192166
536000	16783.9192166
537000	16783.9192166
538000	16783.9192166
539000	16783.9192166
540000	16783.9192166
541000	16783.9192166
542000	16783.9192166
543000	16783.9192166
544000	16783.9192166
545000	16783.9192166
546000	16783.9192166
547000	16783.9192166
548000	16783.9192166
549000	16783.9192166
550000	16783.9192166
551000	16783.9192166
552000	16783.9192166
553000	16783.9192166
554000	16783.9192166
555000	16783.9192166
556000	16783.9192166
557000	16783.9192166
558000	16783.9192166
559000	16783.9192166
560000	16783.9192166
561000	16783.9192166
562000	16783.9192166
563000	16783.9192166
564000	16783.9192166
565000	16783.9192166
566000	16783.9192166
567000	16783.9192166
568000	16783.9192166
569000	16783.9192166
570000	16783.9192166
571000	16783.9192166
572000	16783.9192166
573000	16783.9192166
574000	16783.9192166
575000	16783.9192166
576000	16783.9192166
577000	16783.9192166
578000	16783.9192166
579000	16783.9192166
580000	16783.9192166
581000	16783.9192166
582000	16783.9192166
583000	16783.9192166
584000	16783.9192166
585000	16783.9192166
586000	16783.9192166
587000	16783.9192166
588000	16783.9192166
589000	16783.9192166
590000	16783.9192166
591000	16783.9192166
592000	16783.9192166
593000	16783.9192166
594000	16783.9192166
595000	16783.9192166
596000	16783.9192166
597000	16783.9192166
598000	16783.9192166
599000	16783.9192166
600000	16783.9192166
601000	16783.9192166
602000	16783.9192166
603000	16783.9192166
604000	16783.9192166
605000	16783.9192166
606000	16783.9192166
607000	16783.9192166
608000	16783.9192166
609000	16783.9192166
610000	16783.9192166
611000	16783.9192166
612000	16783.9192166
613000	16783.9192166
614000	16783.9192166
615000	16783.9192166
616000	16783.9192166
617000	16783.9192166
618000	16783.9192166
619000	16783.9192166
620000	16783.9192166
621000	16783.9192166
622000	16783.9192166
623000	16783.9192166
624000	16783.9192166
625000	16783.9192166
626000	16783.9192166
627000	16783.9192166
628000	16783.9192166
629000	16783.9192166
630000	16783.9192166
631000	16783.9192166
632000	16783.9192166
633000	16783.9192166
634000	16783.9192166
635000	16783.9192166
636000	16783.9192166
637000	16783.9192166
638000	16783.9192166
639000	16783.9192166
640000	16783.9192166
641000	16783.9192166
642000	16783.9192166
643000	16783.9192166
644000	16783.9192166
645000	16783.9192166
646000	16783.9192166
647000	16783.9192166
648000	16783.9192166
649000	16783.9192166
650000	16783.9192166
651000	16783.9192166
652000	16783.9192166
653000	16783.9192166
654000	16783.9192166
655000	16783.9192166
656000	16783.9192166
657000	16783.9192166
658000	16783.9192166
659000	16783.9192166
660000	16783.9192166
661000	16783.9192166
662000	16783.9192166
663000	16783.9192166
664000	16783.9192166
665000	16783.9192166
666000	16783.9192166
667000	16783.9192166
668000	16783.9192166
669000	16783.9192166
670000	16783.9192166
671000	16783.9192166
672000	16783.9192166
673000	16783.9192166
674000	16783.9192166
675000	16783.9192166
676000	16783.9192166
677000	16783.9192166
678000	16783.9192166
679000	16783.9192166
680000	16783.9192166
681000	16783.9192166
682000	16783.9192166
683000	16783.9192166
684000	16783.9192166
685000	16783.9192166
686000	16783.9192166
687000	16783.9192166
688000	16783.9192166
689000	16783.9192166
690000	16783.9192166
691000	16783.9192166
692000	16783.9192166
693000	16783.9192166
694000	16783.9192166
695000	16783.9192166
696000	16783.9192166
697000	16783.9192166
698000	16783.9192166
699000	16783.9192166
700000	16783.9192166
701000	16783.9192166
702000	16783.9192166
703000	16783.9192166
704000	16783.9192166
705000	16783.9192166
706000	16783.9192166
707000	16783.9192166
708000	16783.9192166
709000	16783.9192166
710000	16783.9192166
711000	16783.9192166
712000	16783.9192166
713000	16783.9192166
714000	16783.9192166
715000	16783.9192166
716000	16783.9192166
717000	16783.9192166
718000	16783.9192166
719000	16783.9192166
720000	16783.9192166
721000	16783.9192166
722000	16783.9192166
723000	16783.9192166
724000	16783.9192166
725000	16783.9192166
726000	16783.9192166
727000	16783.9192166
728000	16783.9192166
729000	16783.9192166
730000	16783.9192166
731000	16783.9192166
732000	16783.9192166
733000	16783.9192166
734000	16783.9192166
735000	16783.9192166
736000	16783.9192166
737000	16783.9192166
738000	16783.9192166
